sentence,target
We get around that here by wearing oven mitts from Wal-Mart.,0
Those go way up on Caleb and Elis arms and protect them when they crank.,0
"I handle moving and pouring, but the boys do most of the cranking and have a lot of fun doing that.",0
I would say that kids from ages 8 and up can crank this popper with mitts and supervision.,0
The clean up is no problem.,1
"Whirley Pop can go in the dishwasher, but I dont have one )-: It only takes a few seconds to hand-wash the popper, so that s not a big deal.",1
The corn pops fast and the pan comes out pretty clean.,0
"Traces of oil wipe off the popper, which does nt have serious cracks and crannies requiring serious probing.",1
"I would suggest Dawn dish liquid, which cuts that oil.",0
I used cheaper dish liquid before my drain stopped up.,0
"The plumber said to use Dawn, and I have not stopped the drain up since I switched.",1
"While the small traces of oil from the popper dont cause a problem, the build up over time can plug pipes especially in a southern home where oil is almost a beverage.",1
Im saving money too!,0
Microwave popcorn gets expensive over time.,0
Its much cheaper to pop with Whirley Pop.,0
You can make enough popcorn to feed the whole neighborhood ( or to last a good long time ) for a couple of dollars.,0
"The ready-to-pop bags for Whirley Pop are more expensive, but they still run lower than the microwave bags.",0
The unit costs a little more than some poppers.,0
The going price is about $ 25.,0
A standard metal popper or the air popper go for under $ 15.,0
"Its worth the slight price difference for the better corn, so I did nt mind the cost.",0
"I bought mine at Amazon, and it came with the recipe booklet and 4 bags of the ready-to-pop corn.",0
What are you waiting for?,0
Whirley Pop is terrific!,0
It makes perfect popcorn every time.,0
We have fun making and eating this popcorn.,0
This popper is on my list of great presents to buy for family and friends.,0
"Actually, the first one was planned as a gift, but it rained.",0
"The boys were bored and hungry, so we claimed the Whirley Pop.",0
"Now, it s our favorite, and well have to buy more of these and share the fun.",0
Let me start by making two things very clear.,0
I LOVE POPCORN AND I LOVE MY WHIRLEY POPCORN POPPER!,0
"OK, I bought this popper about six months ago and it was love at first batch.",0
I just finished popping a batch and I am eating it as I write this review.,0
This popcorn is GOOD!,0
Its so easy to make great popcorn with this popper.,0
"If you follow the simple directions that are included, youll make flawless popcorn every time you use this popper.",0
"Thats right, no more burnt popcorn and almost no more un-popped kernels.",1
This is a very high heat popper.,0
Its made of thin aluminum that conducts quickly.,0
Theres a snap on lid that s hinged down the middle to allow one side to flip open so that popped corn can be poured out.,0
The lid has four small incisions that allow steam to escape during popping.,0
This keeps the popcorn crisp and prevents it from becoming too chewy.,0
"During popping, this baby really gets hot and it should not be used by children who have not reached their teen years ( in my opinion ).",1
There is a wooden for holding the popper and it stays pretty cool at all times.,0
There are two small wooden knobs on each side of the lid that also stay pretty cool.,0
Now the thing that really helps this popper make great popcorn is the hand turned paddle.,0
At the end of the wooden pot handle theres a metal crank that has a small wooden knob on it.,0
"When the first kernels of popcorn begin to pop, you have to slowly turn this crank.",0
"This crank turns a gear driven, wire paddle inside of the popper.",0
The wire paddle ( wand ) keeps the popcorn moving and prevents it from sticking to the bottom of the popper.,0
This prevents the popcorn from burning and it gets ever kernel to contact the bottom and pop.,0
Its really a very simple but effective mechanism.,0
There are several different methods of popping but a standard method is to put the oil in the popper and then get it hot before adding the popcorn kernels.,0
The amount and kind of oil to use is strictly dependant upon personal taste and preference.,0
I have found a place locally that sells pre-packaged corn and popping oil that works beautifully with this popper and it s delicious.,0
Corn popped in this popper is much better than microwave popcorn.,0
"Its less greasy, no preservatives, and much healthier.",1
"Pop up a batch, light up the big screen, pop in a good movie, and it s show time!",0
"Oh, I forgot the Miller Light.",0
Cant forget that.,0
Clean up is very easy.,0
The popper lid snaps off and the paddle comes out when the lid is removed.,0
All of the parts are dish washer safe and they can be easily washed by hand with warm soapy water.,0
"One very minor thing to watch out for is; if you use a fair amount of oil to pop, very tiny droplets of hot oil do escape through the lid and they can sting your hand while youre turning the crank.",0
"A cooking mitt or some kind of hand protection would be good, especially for anyone who has sensitive skin.",0
I got this popper for a Christmas gift last year and it has been one of my favorite items since.,0
It consists of an aluminum pan with a snap on top.,0
the top has 2 flaps with steam vents and a handle.,0
The handle turns a stirrer that is attached to the bottom of the lid.,0
The popper if very well constructed.,0
"It is entirely aluminum, feels sturdy and cleans up very easily.",0
"Flat out, this popcorn popper makes some of the best popcorn I've had.",0
"It comes out light and fluffy, and very tasty.",0
Using this popper I can actually make popcorn in shorter time than using a microwave.,0
"It is cheaper, better tasting and faster...what are you waiting for!! Go buy one right now.",0
I got mine from www.popcornpopper.com,0
along with some of their gourmet popcorn and real theater popping oil.,0
I would highly suggest these items to go along with the popper,0
"An All-Clad Stainless Steel Set is worth its weight in gold, and though you might consider it about as costly, it is well worth the investment.",0
"It is truly a""guilty pleasure"" when considering the price you might pay in respect to the delights it holds, once you get it out of the box and onto your range.",0
You don't have to take a chance on All-Clad.,1
"Instead, you can put trust in it ( along with your food ) for all of your cooking needs.",0
"Mismatched, Bargain Basement, Re-Gifted Cookware Steels Me for Making a Decision ( and a"" Going out of Business"" Sale Makes It Easier )",0
